31	Acidiphilium multivorum		Culture col. no.: DSM 11245, JCM 8867, NBRC 100785, NBRC 100883	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Free Living	False		0.676	#Engineered, #Environmental, #Condition	#Other, #Aquatic, #Acidic	acid mine water
35	Asaia astilbis	Strain Designation: T-6133	Culture col. no.: DSM 23030, JCM 15831	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Not Free Living	False		0.589	#Host	#Plants	Astilbe thunbergii var. congesta
36	Asaia platycodi	Strain Designation: T-683	Culture col. no.: DSM 23029, JCM 25414	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Not Free Living	False		0.6	#Host	#Plants	balloon flower Platycodon grandiflorum
37	Asaia prunellae	Strain Designation: T-153	Culture col. no.: DSM 23028, JCM 25354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Not Free Living	False		0.589	#Host	#Plants	self-heal Prunella vulgaris
40	Gluconacetobacter diazotrophicus	Strain Designation: PA 5	Culture col. no.: DSM 5601, ATCC 49037, LMG 7603, CCUG 37298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Not Free Living	False		0.61	#Host, #Host Body-Site	#Plants, #Plant	sugarcane roots
43	Gluconacetobacter azotocaptans	Strain Designation: CFN-Ca54	Culture col. no.: DSM 13594, ATCC 700988	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Not Free Living	False	aerobe	0.6401	#Host, #Host Body-Site	#Plants, #Plant	rhizosphere of coffee plants
45	Komagataeibacter kakiaceti	Strain Designation: G5-1	Culture col. no.: DSM 24098, JCM 25156, LMG 26206, NRIC 0798, BCRC 80743	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Free Living	False	aerobe	0.636	#Engineered, #Host Body-Site	#Food production, #Plant	kaki vinegar
46	Gluconobacter oxydans		Culture col. no.: DSM 2343, ATCC 621H, NCIB 8036	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Not Free Living	False		0.62	#Host	#Microbial	descendent of ATCC 621
49	Gluconobacter oxydans		Culture col. no.: DSM 7145, ATCC 19357, NCIB 9013	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Not Free Living	False			#Engineered, #Engineered, #Host, #Host Body-Site	#Food production, #Food production, #Plants, #Plant	beer
50	Gluconobacter oxydans		Culture col. no.: DSM 46615, ATCC 12303, CCM 1804, IFO 3262, IMET 10509, NBRC 3262, BUCSAV 350, Kondo 32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Not Free Living	False			#Host, #Host Body-Site	#Plants, #Plant	strawberry
52	Gluconobacter oxydans		Culture col. no.: DSM 50049, ATCC 621, CIP 104737, NCIB 7069, NRRL B-72, CCUG 18135, ATCC 33448, NCTC 7069, LMG 1673, NCTC 621, ATCC 23774, JCM 20429, ATCC 23773, BCRC 12581, CCM 1787, IAM 12137, IFO 3130, KCTC 2779, LMG 1400, NBRC 3130, NCIMB 6723, NCTC 6723	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Not Free Living	False		0.629	#Engineered, #Engineered, #Host, #Host Body-Site	#Food production, #Food production, #Plants, #Plant	Beer
53	Gluconobacter frateurii	Strain Designation: 40	Culture col. no.: DSM 7146, ATCC 49207, IFO 3264, NBRC 3264	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Not Free Living	False			#Host, #Host Body-Site	#Plants, #Plant	strawberry
80	Granulibacter bethesdensis	Strain Designation: CGDNIH1	Culture col. no.: DSM 17861, ATCC BAA 1260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	Not Free Living	True	obligate aerobe	0.591	#Host Body-Site, #Infection	#Organ, #Patient	lymph node cultures from a chronic granulomatous disease patient
91	Komagataeibacter oboediens		Culture col. no.: DSM 11826, JCM 16937, LMG 18849, NCIMB 13557, LTH 2460, BCC 36445, BCRC 17057, CIP 105763	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Free Living	False		0.599	#Engineered, #Engineered, #Engineered	#Food production, #Industrial, #Food production	industrial red wine vinegar fermentation
96	Acholeplasma laidlawii	Strain Designation: ZK-CU4	Culture col. no.: DSM 19106	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Not Free Living	True			#Host	#Human	human choriocarcinoma cell line JAR
97	Acholeplasma laidlawii	Strain Designation: PG 8	Culture col. no.: DSM 23060, ATCC 23206, CIP 75.27, IFO (now NBRC) 14400, NCTC 10116, CCUG 32754	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Not Free Living	True			#Engineered	#Waste	sewage
98	Acidaminococcus fermentans	Strain Designation: VR4	Culture col. no.: CCUG 9996, CIP 106432, DSM 20731, ATCC 25085	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Not Free Living	True	anaerobe	0.566	#Host, #Host Body-Site	#Mammals, #Gastrointestinal tract	pig gut
99	Acidaminococcus intestini		Culture col. no.: DSM 21505, CCUG 50930, CIP 108586, KCTC 15229, ADV 255.99, AIP 283.01	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Not Free Living	Infection	anaerobe	0.493	#Infection, #Host, #Host Body Product, #Host Body-Site	#Patient, #Human, #Fluids, #Other	Human peritoneal fluid
106	Acidimicrobium ferrooxidans	Strain Designation: ICP	Culture col. no.: DSM 10331, NBRC 103882, JCM 15462	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Free Living	False		0.673	#Condition, #Environmental, #Condition, #Condition	#Thermophilic (>45C), #Aquatic, #Acidic, #Sulfuric	hot spring run-off
111	Acidithiobacillus ferrooxidans		Culture col. no.: DSM 583	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.58	#Engineered, #Engineered	#Waste, #Other	coal mine effluent
112	Acidithiobacillus ferrooxidans		Culture col. no.: DSM 584	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Engineered, #Engineered	#Waste, #Other	coal mine effluent
113	Acidithiobacillus ferrooxidans		Culture col. no.: DSM 585	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Engineered, #Engineered	#Waste, #Other	coal mine effluent
114	Acidithiobacillus ferrooxidans	Strain Designation: F221	Culture col. no.: DSM 1927	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Engineered, #Environmental	#Other, #Aquatic	mine water
115	Acidithiobacillus ferrooxidans	Strain Designation: N-Fe3	Culture col. no.: DSM 9464	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Environmental, #Environmental	#Aquatic, #Terrestrial	chalcocite overburden pond
116	Acidithiobacillus ferrooxidans	Strain Designation: NFe-4	Culture col. no.: DSM 9465	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Engineered, #Environmental	#Other, #Aquatic	mine shaff water sample
117	Acidithiobacillus ferrooxidans	Strain Designation: Tf18	Culture col. no.: DSM 11477	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Engineered, #Environmental	#Other, #Aquatic	mine drainage water
118	Acidithiobacillus ferrooxidans		Culture col. no.: DSM 14882, ATCC 23270, NCIMB 8455	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Engineered, #Condition	#Other, #Acidic	acid, bituminous coal mine effluent
119	Acidithiobacillus ferrivorans	Strain Designation: SS3	Culture col. no.: DSM 17398	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.566	#Environmental, #Environmental	#Terrestrial, #Aquatic	sediment sample
120	Acidithiobacillus ferrooxidans	Strain Designation: SP5/1	Culture col. no.: DSM 24419, JCM 39165	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Environmental	#Terrestrial	Solfatara
122	Acidithiobacillus thiooxidans	Strain Designation: GP5	Culture col. no.: DSM 622	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.53	#Environmental	#Aquatic	pond water
123	Acidithiobacillus thiooxidans	Strain Designation: B-S2	Culture col. no.: DSM 9463	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.531	#Engineered	#Bioreactor	bioleaching reactor
124	Acidithiobacillus thiooxidans	Strain Designation: Tth04	Culture col. no.: DSM 11478	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False			#Engineered, #Environmental	#Other, #Aquatic	mine drainage water
125	Acidithiobacillus thiooxidans	Strain Designation: 3/TA	Culture col. no.: DSM 14887, ATCC 19377, JCM 3867, NCIMB 8343, CIP 104597, IAM 12134	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.521	#Environmental	#Terrestrial	Kimmeridge clay
126	Acidithiobacillus caldus	Strain Designation: KU	Culture col. no.: DSM 8584, ATCC 51756	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.639	#Engineered	#Laboratory	coal spoil enrichment culture K of P. Norris, Univ. of Warwick
127	Acidithiobacillus caldus	Strain Designation: C-SH12	Culture col. no.: DSM 9466	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.613	#Engineered, #Engineered, #Engineered	#Bioreactor, #Other, #Industrial	continuous bioleaching reactor
129	Acidithiobacillus ferrivorans	Strain Designation: NO-37	Culture col. no.: DSM 22755, JCM 15606	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Free Living	False		0.555	#Engineered, #Environmental, #Condition	#Other, #Aquatic, #Acidic	acid mine drainage
131	Acidobacterium capsulatum	Strain Designation: 161	Culture col. no.: DSM 11244, ATCC 51196, JCM 7670, NCIMB 13165, BCRC 80197, IFO 15755, NBRC 15755	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Free Living	False			#Environmental, #Condition	-, #Acidic	acidic mineral environment
147	Actinobaculum massiliense		Culture col. no.: DSM 19118, CCUG 47753, CIP 107404	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobaculum	Not Free Living	Infection	anaerobe		#Infection, #Host, #Host Body Product	#Disease, #Human, #Fluids	human urine, 81-yr-old woman with cystitis
153	Actinomyces naeslundii	Strain Designation: Bowden X600S-96, CS 1752, X-600	Culture col. no.: DSM 17233, ATCC 19039, CCUG 35337, DSM 43325, WVU 447, CDC X-600, JCM 8350, CIP 104837, CIP 82.9	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	True	microaerophile		#Host, #Host Body-Site, #Host Body Product	#Human, #Oral cavity and airways, #Oral cavity and Airways	human dental plaque
154	Actinomyces naeslundii		Culture col. no.: DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	True	anaerobe	0.66	#Host, #Host Body-Site, #Host Body-Site	#Human, #Oral cavity and airways, #Other	human sinus
157	Actinomyces viscosus		Culture col. no.: DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	True	anaerobe		#Infection, #Host Body-Site	#Inflammation, #Oral cavity and airways	periodontal disease in hamsters
158	Actinomyces oris	Strain Designation: Ny 334	Culture col. no.: DSM 43798	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	True	anaerobe		#Host, #Host Body-Site	#Human, #Oral cavity and airways	human mouth
159	Actinomyces gerencseriae	Strain Designation: 2-606-032	Culture col. no.: DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	False	microaerophile	0.7	#Host, #Host Body-Site, #Host Body-Site	#Human, #Other, #Organ	human, parotid abscess
178	Actinomyces urogenitalis		Culture col. no.: DSM 15434, CCUG 38702, CIP 106421	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	True	microaerophile		#Host Body Product, #Host, #Host Body-Site, #Host Body Product	#Fluids, #Human, #Urogenital tract, #Urogenital tract	human vaginal secretion
186	Actinomyces graevenitzii		Culture col. no.: DSM 15540, CCUG 27294, CIP 105737, CCM 4739	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	False	facultative anaerobe		#Host, #Host Body-Site	#Human, #Oral cavity and airways	human bronchus brush, 57-yr-old woman
189	Actinomyces dentalis	Strain Designation: R18165	Culture col. no.: DSM 19115, CCUG 48064, CIP 108337, KCTC 15232	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	Infection	anaerobe	0.62	#Host, #Infection, #Host Body-Site, #Host Body-Site, #Host Body Product, #Host	#Human, #Patient, #Oral cavity and airways, #Other, #Fluids, #Human	human dental abscess
190	Actinomyces johnsonii	Strain Designation: genospecies WVA 963, VPI D135D-26, genospecies(serotype) WVA 963	Culture col. no.: DSM 23038, ATCC 49338, CCUG 34287, KCTC 15157, JCM 16129, VPI D135D-26	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	Infection	anaerobe	0.67	#Infection, #Host Body-Site, #Host	#Patient, #Oral cavity and airways, #Human	gingival crevice of a healthy child
191	Actinomyces oris	Strain Designation: W1053	Culture col. no.: DSM 23056, ATCC 27044, CCUG 34288, WVU 474, JCM 16131	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	True		0.66	#Host, #Host Body Product	#Human, #Fluids	human sputum
192	Actinomyces massiliensis	Strain Designation: 4401292	Culture col. no.: DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	Infection	anaerobe		#Infection, #Host, #Host Body-Site, #Host Body Product	#Inflammation, #Human, #Oral cavity and airways, #Fluids	human blood (pleuropneumonia)
193	Actinomyces timonensis	Strain Designation: 7400942	Culture col. no.: KCTC 15137, DSM 23838, CCUG 55928, CSUR P35	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Not Free Living	False	anaerobe		#Host, #Host Body Product	#Human, #Fluids	human aspirate
198	Arcanobacterium haemolyticum	Strain Designation: 1656	Culture col. no.: DSM 22856, ATCC BAA 1784	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Not Free Living	True	anaerobe		#Infection, #Infection, #Infection	#Medical environment, #Patient, #Patient	clinical isolate
205	Mobiluncus mulieris	Strain Designation: L23-1b	Culture col. no.: DSM 2710, ATCC 43064	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Not Free Living	False	anaerobe	0.508	#Host Body-Site, #Host	#Urogenital tract, #Human	human vagina
206	Mobiluncus mulieris	Strain Designation: SV 175, SV 17J	Culture col. no.: DSM 25311, ATCC 35243, CCUG 17763, CCUG 20071, LMG 7787, NCTC 11658	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Not Free Living	Infection	anaerobe		#Infection, #Host, #Host Body-Site	#Disease, #Human, #Urogenital tract	vaginae of women  with bacterial  vaginosis
208	Mobiluncus curtisii	Strain Designation: BV345-16	Culture col. no.: DSM 23059, ATCC 35241, CCUG 21018, NCTC 11656	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Not Free Living	Infection	anaerobe		#Infection, #Host, #Host Body-Site	#Disease, #Human, #Urogenital tract	vaginae of women  with bacterial  vaginosis
220	Aerococcus viridans		Culture col. no.: DSM 20311, ATCC 10400	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Not Free Living	True		0.34	#Infection, #Host	#Disease, #Arthropoda	septicemia in lobster
221	Aerococcus viridans	Strain Designation: M1	Culture col. no.: DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Not Free Living	True	microaerophile	0.385	#Environmental	#Air	air
222	Aerococcus urinaeequi	Strain Designation: PUE	Culture col. no.: CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Not Free Living	False	facultative anaerobe	0.395	#Host, #Host Body Product	#Mammals, #Fluids	horse urine
223	Aerococcus urinae	Strain Designation: E2	Culture col. no.: DSM 7446, ATCC 51268, JCM 18986, NCFB 2893, NCTC 12142, CCM 4310, CCUG 29291, CCUG 29564, CCUG 34223, CCUG 36881, CIP 104688, IFO 15544, LMG 17750, LMG 19527, NBRC 15544, NCIMB 702893	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Not Free Living	Infection		0.44	#Infection, #Host Body-Site	#Disease, #Urogenital tract	urinary tract infection; human
230	Eremococcus coleocola	Strain Designation: M1832/95/2	Culture col. no.: CIP 106310, ATCC BAA 57, CCM 4939, DSM 15696, CCUG 38207	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	Not Free Living	False	microaerophile	0.4	#Host, #Host Body-Site, #Host Body Product	#Mammals, #Urogenital tract, #Fluids	equine vaginal discharge, thoroughbred cross horse
237	Aeromonas caviae	Strain Designation: 256	Culture col. no.: DSM 30188, ATCC 15467, IFO 13282, NBRC 13282, CCUG 25938, LMG 3755, CIP 76.15, JCM 1043, BCRC 11554, CCM 7231, CECT 4221, IAM 12334, KCTC 12487, NCIMB 13740	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	True			#Engineered	#Industrial	used oil emulsions
240	Aeromonas hydrophila		Culture col. no.: DSM 30016, WS 41125	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	True			#Environmental	#Aquatic	surface water
241	Aeromonas hydrophila		Culture col. no.: DSM 30187, ATCC 7966, LMG 2844, NCDC 359-60, NCMB 86, NCTC 8049, WDCM 00063, CCUG 14551, CIP 76.14, JCM 1027, BCRC 13018, CCM 7232, CDC 359-60, CECT 839, HAMBI 1847, IAM 12337, IAM 12460, KCTC 2358, LMG 12156, LMG 13439, NCAIM B.01923, NCIMB 9240	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	True	aerobe		#Host Body Product	#Fluids	tin of milk with a fishy odour
242	Aeromonas media		Culture col. no.: CCUG 14453, CCM 3653, JCM 2385, LMG 9073, DSM 4881, ATCC 33907, BCRC 12211, BCRC 14129, CECT 4232, CIP 103208, LMG 7907, NCIMB 2237	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	True		0.623	#Engineered, #Engineered, #Host	#Food production, #Waste, #Fishes	fish farm effluent
243	Aeromonas media		Culture col. no.: DSM 30020, WS 41003	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	True			#Engineered, #Engineered, #Engineered	#Food production, #Treatment, #Treatment	pasteurized milk
244	Aeromonas media		Culture col. no.: DSM 30022, WS 41140	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	True			#Environmental	#Aquatic	surface water
248	Aeromonas enteropelogenes	Strain Designation: J11	Culture col. no.: DSM 6394, ATCC 49803, JCM 8355, CECT 4487, CIP 104434, LMG 12646, NCIMB 13209	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	False			#Host, #Host Body Product	#Human, #Gastrointestinal tract	human faeces
249	Aeromonas enteropelogenes	Strain Designation: AH2	Culture col. no.: DSM 7312, ATCC 49657, LMG 12223, JCM 8315, BCRC 15866, CCM 4368, CCUG 29544, CCUG 30367, CECT 4255, CECT 4256, CIP 103677, CNCTC 5358	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	False			#Host Body Product, #Host	#Gastrointestinal tract, #Human	human stool
250	Aeromonas enteropelogenes	Strain Designation: A8	Culture col. no.: DSM 9381, ATCC 49658, LMG 13082, CCUG 30369	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	False			#Host Body Product, #Host	#Gastrointestinal tract, #Human	human stool
251	Aeromonas enteropelogenes	Strain Designation: NMRI-208	Culture col. no.: CCUG 30370, DSM 9384, ATCC 49661, LMG 13083	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	False	aerobe		#Host Body Product, #Host	#Gastrointestinal tract, #Human	human stool
253	Aeromonas caviae		Culture col. no.: DSM 7323, ATCC 15468, NRRL B-968, WDCM 00062, NCTC 12244, JCM 1060, BCRC 16001, CCM 4491, CCUG 25939, CECT 838, CGMCC 1.1960, CIP 76.16, GTC 00465, LMG 12160, LMG 3775, NCAIM B.01931, NCIMB 13016	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Not Free Living	True			#Infection, #Host	#Disease, #Mammals	Epizootic of young guinea pigs
259	Aeromonas salmonicida	Strain Designation: 34mel	Culture col. no.: DSM 12609, CAIM 16, CECT 5752, CCUG 44929	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Free Living	False	aerobe		#Environmental	#Aquatic	water
